"0","Too design","7930.75","true"
"1","Although skill me movement","6494.03","true"
"2","Modern determine","3196.49","false"
"3","Author vote Republican","2856.91","true"
"4","Pass federal church strong","5020.38","false"
"5","Draw ten reflect including","2741.51","false"
"6","Collection among professor","1069.37","true"
"7","Career wall relationship no","3924.47","false"
"8","Direction campaign Congress push","9094.78","true"
"9","Out I","1516.25","false"
"10","Local sing money","2533.33","false"
"11","Still fire","1389.62","true"
"12","World visit which","7976.41","true"
"13","Culture protect","515.10","false"
"14","Debate front free","8333.71","false"
"15","Court hot audience machine admit","3730.00","true"
"16","Final might before","6939.50","true"
"17","Two back","2118.63","true"
"18","Day fly","1404.96","false"
"19","Name sound still for best","6080.98","false"
"20","Establish process","1051.51","false"
"21","Line go","3544.31","true"
"22","Standard past stage reach story","2752.27","false"
"23","Record produce cause","4916.57","false"
"24","Practice century go east","804.32","true"
"25","Already employee grow ok physical","6654.34","false"
"26","Game good fish money","5480.84","false"
"27","Another everything those","3062.79","false"
"28","Treatment early wait","900.19","false"
"29","Trouble image wind","4823.02","false"
"30","Nor range","8998.90","false"
"31","Development section medical effect mention","5659.90","true"
"32","Enough each technology hot tax","6705.41","false"
"33","Identify stand positive record","5066.10","false"
"34","Treatment challenge vote maintain","1864.32","true"
"35","Brother foot administration","8818.00","true"
"36","Loss our hold discuss","1334.00","false"
"37","Note quite term try wait","529.73","false"
"38","Leave provide story","5282.16","false"
"39","Design institution","1556.11","false"
"40","Front relate","7533.14","true"
"41","Bill situation war","9270.47","true"
"42","Economic voice trial push simply","3703.64","true"
"43","Somebody bad top","8357.30","true"
"44","Generation set onto figure common","3951.02","false"
"45","Plan your participant sit I","2783.76","false"
"46","Meet many decade gun see","7335.32","true"
"47","Value team","8516.33","true"
"48","Over road","6143.71","false"
"49","Statement number PM main","2523.25","true"
"50","Home employee month fund","2798.42","true"
"51","Rock before training","7042.13","false"
"52","Center hope executive weight group","3158.72","true"
"53","Create behavior","4127.32","false"
"54","Into data miss","7950.23","false"
"55","List newspaper up","8730.97","true"
"56","Clearly relate fire","8654.50","false"
"57","Opportunity fish","3117.33","true"
"58","Collection sure simple between say","4171.68","false"
"59","Carry minute parent money","7018.48","false"
"60","Kind probably sound policy","6825.58","true"
"61","Marriage kid several","3330.90","true"
"62","Strategy physical campaign store middle","9624.56","true"
"63","News like today","1232.79","false"
"64","Matter some man","7490.05","false"
"65","Amount national war sense","9998.67","false"
"66","Institution name perform themselves","1678.11","true"
"67","Democratic political population","9302.22","false"
"68","During because share","715.23","false"
"69","Listen certain thus hair","2520.39","true"
"70","Worker receive production maintain","5804.92","true"
"71","Thought time peace","3314.73","false"
"72","Four force seat spring","2842.56","true"
"73","Himself agent reason","7695.28","false"
"74","Produce across","5290.78","true"
"75","Would wind","8934.42","false"
"76","Skill middle theory ok","5091.02","true"
"77","Someone west","9525.42","true"
"78","Run what general personal town","4530.76","true"
"79","Nation into however his","2413.67","true"
"80","Employee box available voice","9145.50","false"
"81","Move a","7232.82","false"
"82","Well arm participant government","7991.37","false"
"83","Since present guy community","1100.89","false"
"84","Environmental create health particular","9163.14","true"
"85","Summer color information south","6607.78","false"
"86","Often image crime","9686.84","false"
"87","Point fine over red","7367.92","true"
"88","Very along son make","6026.64","true"
"89","Security window send the live","4589.97","true"
"90","Change even site","2609.99","true"
"91","Raise report heart heart that","1160.32","false"
"92","Picture surface TV it","1558.53","false"
"93","Eat indicate part","7833.73","false"
"94","Reach risk painting camera","5544.73","false"
"95","Military daughter be","2792.32","true"
"96","Growth mention local","9980.05","true"
"97","Plant environmental time option","516.84","false"
"98","Better court name among","6849.91","false"
"99","Call newspaper get","9639.26","true"
"100","Include positive join plant ever","1896.00","false"
"101","Everybody think American","1033.79","true"
"102","Parent certain cut","8874.82","false"
"103","Recent blue politics firm","3439.22","true"
"104","Modern owner it message","8840.91","false"
"105","Method know not","7198.10","false"
"106","Nation arm their","6589.23","true"
"107","Grow story alone","5934.70","true"
"108","Difference become push ball better","5763.63","false"
"109","Ready marriage grow another car","2025.69","false"
"110","Including all TV","7171.78","true"
"111","Level let great performance","712.86","true"
"112","Away thing bed concern worker","4438.99","false"
"113","Provide blue manage player administration","3051.88","true"
"114","Care its someone point","3851.21","true"
"115","Wish where Mrs","575.25","false"
"116","Southern size run reason act","8067.66","false"
"117","Site should keep","3361.62","true"
"118","Create air","6831.15","false"
"119","His participant nation","7430.39","true"
"120","Necessary treat model build","7311.94","true"
"121","Until across must father","6891.72","false"
"122","Green understand media each","6441.29","true"
"123","When effect join","5117.16","true"
"124","Career marriage no","9558.84","false"
"125","Area probably line and","2148.87","true"
"126","Baby drop interest process right","5484.18","true"
"127","Window training someone","9860.58","false"
"128","Challenge effort natural","7329.26","true"
"129","Meet career","5005.75","false"
"130","Enough walk despite","798.67","true"
"131","Especially writer air her","7713.71","false"
"132","Remember similar rise employee","9348.37","false"
"133","Fact safe about response heart","6302.76","false"
"134","Reflect new choose adult","4514.13","true"
"135","Few let reveal","4207.38","true"
"136","Certain director good toward street","9822.25","false"
"137","Plan education","6960.52","true"
"138","Article audience story debate","5858.02","true"
"139","Mean thing least inside","8795.04","true"
"140","Song make available","1249.08","true"
"141","Throughout would","1572.46","true"
"142","Like audience customer","5565.39","true"
"143","When value point","4392.44","true"
"144","Subject possible","5691.68","false"
"145","Amount middle","3530.70","true"
"146","Major six your","8708.30","true"
"147","Kind by us","1216.21","false"
"148","Throughout believe project","5737.86","false"
"149","Kitchen now easy environment heart","6923.84","true"
"150","Wear fall view","4790.00","true"
"151","Discuss according structure","5781.08","false"
"152","Research late","8614.06","false"
"153","Quality dark tough subject effect","8903.11","true"
"154","Whole more understand as","6199.82","false"
"155","Involve large important","7346.32","true"
"156","Trip then music","9604.78","false"
"157","Fish hundred","9116.91","false"
"158","Recently similar","704.03","true"
"159","Hand avoid suffer","4039.82","true"
"160","Nearly evidence something really","8582.88","true"
"161","Own grow computer long","625.00","false"
"162","Moment natural computer","6933.77","false"
"163","Support data happen try gun","9450.55","false"
"164","Water exist page school","1269.00","false"
"165","Model politics yet yes","1441.48","true"
"166","Market east movie present","1512.90","true"
"167","Kid important risk","5129.76","true"
"168","Ten bed","2231.30","false"
"169","Clearly society should","6290.06","true"
"170","The buy speak","6784.62","false"
"171","Floor very mother","3663.39","false"
"172","Staff why college me fast","2205.49","false"
"173","Result to","6628.26","false"
"174","Begin phone long scientist","919.31","true"
"175","Yes both edge","1360.32","true"
"176","Heavy movement hear decide support","1640.69","false"
"177","Mean million both","3942.22","false"
"178","Out recent federal","7309.05","true"
"179","Available song television conference staff","4267.58","false"
"180","Hotel thank","4017.74","false"
"181","Truth become build","7117.95","true"
"182","Address guy month","9779.03","false"
"183","Case case","1740.57","false"
"184","Whose worry close","4886.10","false"
"185","Response prepare finish nothing","2381.87","true"
"186","Truth important center","1761.95","true"
"187","Fall represent itself","7215.06","true"
"188","Hot work southern sometimes","2170.00","true"
"189","After analysis while want whatever","9710.97","true"
"190","Behind successful of why","3860.31","true"
"191","Authority probably","4069.99","true"
"192","Task much region give","671.55","false"
"193","Order indicate force charge","4062.26","false"
"194","Within candidate support majority","4877.84","true"
"195","Speech country admit follow","2402.83","true"
"196","Treat push first crime","4570.48","true"
"197","Show take no pick","4558.95","false"
"198","Song onto","6431.41","false"
"199","Important school kind consumer beat","6486.86","false"
"200","Some although middle","2043.47","false"
"201","Picture agency wrong every key","5021.37","true"
"202","Baby cause onto worker mother","1416.16","false"
"203","Away cell","9948.22","false"
"204","Employee listen require","4504.89","true"
"205","Degree crime management","4684.01","true"
"206","Discover through feel","4554.41","true"
"207","Beat trouble matter spend beat","4321.85","false"
"208","Always address successful","5534.33","false"
"209","Thousand career professor ready","2357.76","false"
"210","Group now bill know","7484.14","false"
"211","Figure enter","6900.77","true"
"212","Impact case military turn discover","3696.46","false"
"213","Some man maybe","1178.43","false"
"214","Involve never only","5121.54","true"
"215","Reveal bad experience","8812.83","true"
"216","Wonder until","9198.28","true"
"217","Professor oil professor","6677.15","false"
"218","Address social","3170.45","false"
"219","Deep goal sing","2927.83","false"
"220","Management continue force","755.19","false"
"221","Baby just movement interesting seat","7831.82","true"
"222","Black everyone official up","8670.44","true"
"223","Continue all","2526.43","false"
"224","Range tonight","5420.67","true"
"225","Career including control reason amount","5505.98","true"
"226","Top just mind","9218.99","true"
"227","Walk actually continue number imagine","2642.57","false"
"228","Meet small road wind","7683.61","true"
"229","Assume police sister","1801.10","false"
"230","His hotel","7324.24","false"
"231","Amount maybe figure off","655.16","true"
"232","Necessary food owner","7122.91","true"
"233","Forward sound task","3406.03","false"
"234","Series development sit","8908.99","false"
"235","Information least imagine","7282.11","true"
"236","Final discover success","2663.23","false"
"237","Cut threat rise","9174.05","true"
"238","Time page","2681.35","false"
"239","Shoulder will cup","1867.02","false"
"240","Mrs protect property","9155.08","false"
"241","Particular author machine","9570.73","false"
"242","Officer down single southern name","9478.06","true"
"243","International trouble","8364.26","true"
"244","Above radio debate situation","1983.73","true"
"245","Them imagine religious","3623.88","true"
"246","Yourself near receive","6638.86","true"
"247","Huge wall house","6784.38","true"
"248","Director herself true","3328.41","true"
"249","Article husband including down head","3157.62","true"
"250","Simply to miss light after","9115.22","false"
"251","Record car fear","8770.07","false"
"252","Yet would magazine","1675.16","false"
"253","Toward board the shake federal","5453.67","true"
"254","Result interesting","6722.24","true"
"255","Writer avoid affect read","4220.40","true"
"256","Usually detail image","5122.00","true"
"257","International order herself new and","1598.97","true"
"258","Ask increase particular","9965.97","true"
"259","Fish reflect price make","5458.47","false"
"260","We that","559.37","false"
"261","Computer fear we","9659.12","true"
"262","Language indeed bring","624.65","true"
"263","Best small hold","9490.84","true"
"264","Which week local do","5467.17","true"
"265","Every factor night establish","8224.50","false"
"266","From program rich away option","2086.60","true"
"267","From attention including","5037.92","false"
"268","Final mention one","1438.66","false"
"269","Character court its property trade","3922.37","false"
"270","Tv police","9949.57","true"
"271","Every focus close into upon","671.09","true"
"272","Resource good interview guy","1531.73","false"
"273","Garden leave world science reflect","9573.57","true"
"274","Her newspaper teacher section","8460.27","false"
"275","Agency which impact parent","5647.27","true"
"276","Camera open always","8558.86","false"
"277","Former picture western","532.98","true"
"278","Position inside official hold","9968.89","true"
"279","Better even onto story stage","6639.51","true"
"280","Heavy upon require speak","9683.97","false"
"281","Else wish peace know","4408.24","true"
"282","Red about perhaps green","1401.94","false"
"283","Claim Mr force","1835.73","false"
"284","Always follow","2374.13","false"
"285","Tree visit here give","9905.72","true"
"286","Play crime produce","9482.00","false"
"287","Shake agree","564.09","true"
"288","Leave speak behind student","3118.70","false"
"289","Yes hard clear","8067.03","false"
"290","Stuff back anything leg","1852.14","true"
"291","Church nothing by it","6115.15","false"
"292","Market voice art by","3402.58","true"
"293","Individual carry pick room","2793.89","false"
"294","Buy movement","4562.76","true"
"295","Professor show","1141.98","false"
"296","Half firm fish","1314.87","false"
"297","Often usually","5872.61","true"
"298","Condition maintain strategy career","1224.88","true"
"299","Girl sure fund","4870.74","false"
"300","Position fish admit","8307.37","true"
"301","Crime administration majority","5545.92","false"
"302","Beyond road","4545.77","true"
"303","Cover since various computer","4680.12","false"
"304","Nice care scene","7959.52","false"
"305","Use still successful south","2026.54","false"
"306","Try indeed send","6192.51","false"
"307","Eat bring fly approach","5622.38","false"
"308","Back offer subject particular","2212.50","true"
"309","Fast fine","6831.53","false"
"310","Single address","5220.71","true"
"311","Star member","4858.19","true"
"312","Down sit base","4136.59","true"
"313","Man candidate","6302.54","false"
"314","Theory let pattern part","3715.55","true"
"315","Yard mission","2402.77","false"
"316","Question religious herself bill","7185.06","true"
"317","From race street perform","4461.80","true"
"318","Tv direction job","9902.53","false"
"319","List TV subject","6691.82","false"
"320","Any turn blue college receive","4795.27","false"
"321","Color between skill","785.37","true"
"322","Hit doctor both","2963.24","true"
"323","Health notice bit set","6818.03","false"
"324","Effect force research","9425.71","true"
"325","Government society at","6184.04","true"
"326","Position story sense painting","1581.65","true"
"327","Figure home officer son walk","6965.52","true"
"328","Street six price sort","8603.99","true"
"329","Attention natural","9647.34","false"
"330","Control local even","4892.95","false"
"331","Pick very","8854.48","false"
"332","Behind certainly policy smile kid","3653.26","false"
"333","Person cultural item","9458.69","true"
"334","Of perform something","8472.31","true"
"335","Away war word if","8178.04","true"
"336","Represent development perhaps successful","4324.89","false"
"337","Suddenly drop","4042.65","false"
"338","Moment thus bar smile","4538.15","true"
"339","Life fear boy role worry","9400.71","true"
"340","American case power teacher","8863.40","false"
"341","Let party explain big list","3995.96","true"
"342","Stuff her","3612.73","false"
"343","Such true entire season","1798.55","false"
"344","Course campaign power","8468.87","false"
"345","Trade federal answer kitchen","6260.76","true"
"346","Admit card author interview","3651.10","false"
"347","Foot offer suddenly consumer history","530.72","true"
"348","And again","4218.64","true"
"349","They garden through sport","7620.70","false"
"350","Social similar attack finally","2663.00","true"
"351","Win purpose case well","2516.95","true"
"352","History hotel leader","5403.48","true"
"353","Data newspaper I","2597.91","false"
"354","Throw step information set","7514.33","false"
"355","Admit alone option ready trouble","4345.16","true"
"356","Seek huge today","9762.67","false"
"357","Environment decade difficult","6431.83","true"
"358","Safe feeling","8556.68","false"
"359","However industry buy score general","2046.85","true"
"360","Environmental item majority","7210.01","false"
"361","Learn expect","5943.59","false"
"362","Add half up trip","5821.77","false"
"363","Team number wife as from","629.28","false"
"364","Tax from run manager","2803.09","false"
"365","Same food base","9263.11","false"
"366","Education career control","4308.36","false"
"367","Night skill","5145.78","false"
"368","At right","9271.21","true"
"369","Past contain investment expert","6873.55","false"
"370","Case attack","2396.57","false"
"371","Least watch whether","5822.70","true"
"372","Color step account","7655.13","true"
"373","Rather many Mr","6570.44","false"
"374","Population develop amount mouth","5931.11","true"
"375","Fire perhaps join result","1821.83","true"
"376","Chair unit investment letter","9416.42","false"
"377","Within example","9833.84","false"
"378","Rest raise nor your education","2849.93","false"
"379","Key many actually business","3338.14","true"
"380","Improve culture represent","1762.64","true"
"381","Within middle name","3902.78","false"
"382","Town town present","2452.78","false"
"383","Draw find action with try","9974.63","false"
"384","Improve analysis medical mouth station","6403.43","true"
"385","With teacher","4936.18","true"
"386","Great too song","679.82","true"
"387","Say event number","8327.40","true"
"388","Billion past deep network","3545.16","false"
"389","Challenge whether past","3619.27","true"
"390","Recognize she father despite","3023.17","true"
"391","Ago such begin body","9658.81","true"
"392","Indeed drop believe let","2949.70","false"
"393","Run nice stock success","5925.51","false"
"394","Green name list","7974.83","false"
"395","Hundred country how down final","726.07","false"
"396","Level rule stuff police people","3591.28","true"
"397","Wait movie adult","1766.07","true"
"398","Huge research item","8176.05","true"
"399","Physical she peace should cost","4344.03","false"
"400","Worry box onto would","2052.64","false"
"401","Hospital effort store current","9744.01","false"
"402","Product yet television","5407.67","false"
"403","Care method wide scene upon","1479.86","false"
"404","Fall bit nation reach","9206.18","true"
"405","Role agency lose sing","3421.74","true"
"406","Possible chance manage position","3169.27","true"
"407","Around oil college low","5270.70","false"
"408","Physical administration culture","6164.07","true"
"409","Social protect style others response","5751.40","false"
"410","Spend even happy whose","3844.86","false"
"411","Free product","2049.83","true"
"412","Political natural road","7872.38","false"
"413","Company already discussion service technology","6015.10","false"
"414","White sign bed","3655.08","true"
"415","Environmental shoulder","3917.64","true"
"416","So provide old clearly","755.16","true"
"417","Factor describe theory","1166.76","true"
"418","Travel include that real","8968.22","false"
"419","Street today hospital lead will","3397.33","true"
"420","Us fill analysis hope","643.39","true"
"421","Positive organization each do","3487.33","true"
"422","Color station old turn","1862.12","true"
"423","Attorney off human eat guess","2231.10","false"
"424","Foreign interesting hold level audience","1769.03","false"
"425","Process radio something project boy","1734.18","true"
"426","Mother positive major","2424.25","true"
"427","Each certainly season region","3694.86","true"
"428","Bad citizen break","9270.39","false"
"429","Tend society cold economy","5354.69","false"
"430","War conference around","3302.63","true"
"431","Former join base","3646.20","false"
"432","Let of","5349.04","false"
"433","Agree until cut put","4391.19","false"
"434","Business our view herself","9514.33","false"
"435","Room safe sell present","3341.90","true"
"436","Today best skin first","3252.15","false"
"437","Story choice","7010.22","true"
"438","Do may bad important second","3402.21","false"
"439","Great doctor common","9177.72","false"
"440","Recently computer","9124.40","false"
"441","Public in","3915.36","false"
"442","Light cost eat after piece","9626.78","false"
"443","Event result","1086.02","false"
"444","Whose result determine Republican","6579.18","false"
"445","Happen author civil","1709.82","false"
"446","Mission way here year toward","4072.18","false"
"447","Degree wonder make","4409.24","false"
"448","Account mean part","911.12","false"
"449","North speech reason","8111.02","true"
"450","These short environmental","3960.45","false"
"451","Small become not bar policy","9035.66","true"
"452","At hold","8199.65","false"
"453","Fear computer camera rise seat","3117.37","true"
"454","Nothing site class class","1593.79","false"
"455","Wrong nor political whose future","3149.18","true"
"456","Congress soldier reason first","8661.69","false"
"457","Cover debate decade table visit","536.33","true"
"458","It only method rate","847.64","false"
"459","Blue remember account","6902.10","true"
"460","Discover first high","7097.99","false"
"461","Goal pretty fall clear","1552.50","false"
"462","Doctor nothing chance","3348.46","true"
"463","Professor drive team into","1441.43","true"
"464","Put entire PM able","639.37","false"
"465","Decade hear wide their","6754.12","true"
"466","Sort behavior director no","6760.81","true"
"467","Right person","1735.72","true"
"468","Especially class already","6732.31","true"
"469","Himself sign again","6736.33","true"
"470","Occur occur","4691.12","false"
"471","For Mr forget involve","585.54","true"
"472","Across expert","3987.02","false"
"473","Walk range","7472.79","true"
"474","None many house","9996.85","false"
"475","Season audience","4898.74","false"
"476","Successful pretty knowledge human","5424.79","false"
"477","Enough responsibility","3460.42","false"
"478","Green near item serve","8515.99","false"
"479","Control offer lot","7352.02","true"
"480","City mother last score","7004.16","false"
"481","Miss Mr","4665.66","false"
"482","Interesting eat be","995.82","true"
"483","Hard stock fish road young","3251.81","true"
"484","Nearly born herself how","7445.41","false"
"485","First himself idea","2036.24","false"
"486","Majority help","6913.65","false"
"487","Camera two enter will","9880.70","true"
"488","Avoid Congress list","3347.26","false"
"489","Station team clearly so","3171.25","true"
"490","Trial generation","3336.65","true"
"491","Of instead tonight yet","8970.78","false"
"492","Control major","6878.03","false"
"493","Important much loss","3396.14","false"
"494","Might people recent family","7088.49","true"
"495","Seven might opportunity","8874.32","true"
"496","Responsibility life","9455.11","false"
"497","Whose model","9917.20","true"
"498","Quickly involve year","1096.31","false"
"499","Wear each","5725.23","false"
"500","Authority position recently site","1968.68","false"
"501","Opportunity mouth","8158.59","true"
"502","Since any cause computer","2354.00","true"
"503","Sell include personal scene","619.44","false"
"504","Tend art people","6722.74","false"
"505","Would reveal all","8086.63","true"
"506","Agent ok see civil forward","8102.47","true"
"507","Increase challenge since within","5728.07","false"
"508","Later stop bill southern will","6254.75","true"
"509","Health billion","9210.46","false"
"510","Tonight my","7433.34","false"
"511","Very table through item better","2041.20","false"
"512","Get boy break present authority","5444.87","true"
"513","Strong charge director compare might","5474.77","true"
"514","Today book support size","3110.44","true"
"515","Dog management free","9623.56","false"
"516","Eye after beat entire","9846.36","false"
"517","Begin hair drive difference experience","6177.76","false"
"518","Land population","5761.31","false"
"519","Quickly piece value education","4791.60","false"
"520","Ready TV information black rule","767.02","false"
"521","Design no such","2063.62","false"
"522","Parent green listen field","6538.04","false"
"523","Always for","9468.84","true"
"524","Hotel check push fight","2751.24","true"
"525","Style human western role modern","2254.35","false"
"526","Poor draw century process","1198.47","false"
"527","Scene study window","699.40","true"
"528","Rate decision","2582.28","false"
"529","Write up","9665.18","false"
"530","So defense","8312.00","true"
"531","Friend job rather politics","7968.94","false"
"532","Ready meeting actually top","9048.24","true"
"533","Commercial how another not","4637.59","true"
"534","Improve kitchen","6842.27","false"
"535","Reveal after determine population","1794.99","true"
"536","Green role","1194.10","true"
"537","Certain drive public","5810.77","false"
"538","Value effect","9827.64","false"
"539","Building hot","5576.66","true"
"540","List decision many","7702.48","true"
"541","Half watch exactly","2156.28","true"
"542","Consider occur common","6363.36","true"
"543","Study role","7956.64","true"
"544","Beat must","4113.16","true"
"545","Probably commercial brother head","9543.16","false"
"546","Those similar training","977.38","false"
"547","Arm always interesting name","7210.97","true"
"548","Dark design","3361.69","true"
"549","They join","2850.02","true"
"550","Tax relationship determine","5789.36","true"
"551","Hope action","8542.29","true"
"552","Price behavior","8588.64","false"
"553","Whom health deal among place","3936.42","false"
"554","Two letter form","2967.96","true"
"555","Friend throughout since go into","6499.81","false"
"556","Ability always help watch","8882.49","true"
"557","Dog fast remain","684.60","false"
"558","White enjoy join","6255.11","true"
"559","Enough southern particular","7431.79","false"
"560","Rock nation fall very","7570.72","true"
"561","Likely town","5606.63","true"
"562","Weight family friend","5609.98","true"
"563","Or charge trouble","580.08","true"
"564","Condition reduce","4788.89","true"
"565","By can this will right","5484.33","false"
"566","President cut table boy her","4887.18","true"
"567","Early shoulder blood left","3878.78","true"
"568","Plant audience owner ok stock","6491.67","true"
"569","Agency class campaign such","1814.95","true"
"570","Those rise this network","2954.98","true"
"571","Participant hope","8222.74","false"
"572","Building reduce pass gun","3063.15","true"
"573","Now until buy","9328.30","true"
"574","Plant support doctor above","9447.31","false"
"575","Soon tree work buy","3271.66","false"
"576","Ask law cell contain bring","8696.83","false"
"577","Fish either society write sit","4190.73","false"
"578","Fact economic never sort","9007.31","false"
"579","This story room recognize","5937.24","true"
"580","Walk letter amount","4196.30","false"
"581","Defense ask action top identify","3208.75","false"
"582","Century cost room blue media","9575.24","true"
"583","Animal skin event","818.37","true"
"584","Run somebody nor","4800.00","false"
"585","Week clearly leave","1137.48","false"
"586","Evidence alone","5431.71","true"
"587","Book least sort","2599.39","false"
"588","Community value","1205.62","false"
"589","Federal only easy though meeting","9602.87","true"
"590","Young compare kid themselves road","9694.69","false"
"591","Old pick charge person","9739.08","true"
"592","Suffer agency nor remain","7649.49","false"
"593","Drug follow life none","5463.12","true"
"594","Sing hour offer report","830.51","true"
"595","Hospital about write sport former","1812.64","true"
"596","Note respond magazine","9356.71","true"
"597","Guess move add","4802.48","false"
"598","Mission scene decision affect","3061.59","false"
"599","Tree deal front decade","1523.93","true"
"600","Director beyond situation cell","4631.99","false"
"601","Box letter","8177.79","false"
"602","Himself business","1588.41","false"
"603","Service commercial generation","3884.12","false"
"604","Product space plant","954.30","true"
"605","Office suggest","8068.76","true"
"606","Total action can process","5183.87","true"
"607","Everyone white staff","9719.33","true"
"608","Seven heavy music time option","5057.89","true"
"609","Clear film often realize account","9573.50","true"
"610","Cold indicate there character","2446.73","false"
"611","Upon scene natural television","5477.21","true"
"612","Rise participant","7093.52","false"
"613","Share push kid","9855.14","false"
"614","Data wife send recognize","591.86","false"
"615","Medical usually east chance","9204.48","true"
"616","Machine could suddenly take","7216.89","false"
"617","To worker","9818.52","true"
"618","Score within occur concern happen","979.21","false"
"619","Good follow develop pass prove","1162.55","false"
"620","Growth assume foreign Mr minute","1135.64","false"
"621","Idea safe","9081.93","true"
"622","Provide medical hour reveal","7804.67","false"
"623","Already doctor fact","9043.48","false"
"624","Including box improve factor","3952.00","false"
"625","Summer decision into fine","7137.61","true"
"626","Laugh doctor speech action","3233.68","true"
"627","Decide family present likely wind","3638.96","true"
"628","Your system leader half","5601.83","true"
"629","Usually wrong","9701.33","false"
"630","Book stop letter response","6501.72","true"
"631","Particular building end return","5004.93","true"
"632","Difficult car","6782.25","false"
"633","End significant card coach","5220.98","true"
"634","Other her","9229.16","true"
"635","Hold no create themselves upon","6794.41","false"
"636","Time you man","5413.73","false"
"637","Sort add religious","4676.21","true"
"638","Significant now when","3386.99","true"
"639","Someone boy explain especially tell","6359.26","true"
"640","Officer rate detail","1453.33","false"
"641","Firm tax win look","9506.13","false"
"642","Between animal raise bring those","1515.06","true"
"643","Force modern realize line","7734.73","false"
"644","Wide house","2731.93","false"
"645","Old week eye ok couple","6384.44","false"
"646","Contain suddenly between why","9335.52","false"
"647","Officer election","7200.26","true"
"648","Offer difficult particular sound","4202.74","false"
"649","Read seat","7186.49","false"
"650","About employee why","1624.45","true"
"651","Just able popular","1835.07","false"
"652","Time keep herself myself","3047.14","true"
"653","Where indicate decision southern growth","8908.41","false"
"654","Value conference lead federal focus","8341.41","false"
"655","Statement report","8545.45","false"
"656","Today few of recent mother","2210.11","true"
"657","Education room line because conference","5921.22","true"
"658","Theory stop cover behavior rise","4754.59","true"
"659","Program food center move lay","3807.31","false"
"660","Consumer your","4622.14","true"
"661","Evidence agree across cost crime","4720.64","false"
"662","Affect message body perhaps","4589.20","true"
"663","Artist whom","6572.05","false"
"664","Institution place support","3577.93","false"
"665","Final medical truth admit staff","6866.71","false"
"666","Writer partner vote out","6866.38","true"
"667","Billion benefit","2905.80","true"
"668","Compare people meeting","2861.58","true"
"669","Stay fight easy rule","6296.49","false"
"670","Avoid draw western away","1172.24","false"
"671","Hotel PM","9006.51","false"
"672","Heart particularly night money occur","1962.86","true"
"673","According paper discover place","6362.05","false"
"674","Agreement question point","4005.41","false"
"675","East east","8667.14","false"
"676","Save much force","9725.76","true"
